field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"8818",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","24","8","26",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","3.0","10.0","6.0","1.0",F02,"7.0","7.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","13.0","4.0",120.698693,24.065638,"2.0","8819.0"
"8903",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","24","12","7",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","5.0","5.0","2.0","30.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","13.0","4.0",213858.627992296,2672321.83636966,"2.0","8904.0"
"8912",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","24","12","33",臺中市,西區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","10.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"39.0","39.0","1.0","2.0","4.0",215065.82385328,2672339.86383322,"2.0","8913.0"
"8982",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","24","16","31",臺中市,太平區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"1.0",,"2.0",,,"84.0","84.0","1.0","13.0","4.0",120.710802,24.126647,"3.0","8983.0"
"9016",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","24","17","26",臺中市,豐原區,"0","2","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","12.0","2.0","7.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","4.0","4.0",222123.585487517,2684309.36533974,"2.0","9017.0"
"9275",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","12","15",臺中市,清水區,"0","2","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","5.0","4.0","4.0","4.0","5.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","12.0","4.0",204341.727032154,2684710.73944653,"2.0","9276.0"
"9301",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","13","3",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"1.0",,"2.0",,,"84.0","84.0","1.0","12.0","4.0",120.698718,24.101451,"3.0","9302.0"
"9411",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","17","14",臺中市,西區,"0","1","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","9.0","14.0",,"85.0","85.0","1.0","12.0","4.0",214953.578261887,2671863.02291194,"2.0","9412.0"
"9422",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","17","26",臺中市,南區,"0","2","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","14.0",,"40.0","40.0","1.0","13.0","4.0",216112.330076618,2667777.82539474,"2.0","9423.0"
"9508",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","21","1",臺中市,大雅區,"0","0","0","6.0",,,"40.0",,,,,,,,,,,,,,"17.0",,,,,F02,,,"7.0",,"2.0",,,"8.0","8.0","1.0","13.0","4.0",120.635618,24.235851,"3.0","9509.0"
"9524",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","25","21","44",臺中市,豐原區,"0","1","0","5.0","1.0","6.0","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","4.0","2.0","17.0","2.0","8.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",221316.951481847,2681879.08068683,"2.0","9525.0"
"9594",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","9","4",臺中市,豐原區,"0","1","0","5.0","2.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","13.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",221376.03030474,2681967.67358428,"2.0","9595.0"
"9712",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","13","21",臺中市,烏日區,"0","0","0","7.0",,,"30.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"7.0",,"2.0",,,"14.0","14.0","1.0","6.0","4.0",120.645858,24.082609,"3.0","9713.0"
"9742",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","14","42",臺中市,烏日區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"84.0","84.0","1.0","12.0","4.0",211048.157897016,2667251.84807222,"2.0","9743.0"
"9800",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","17","29",臺中市,霧峰區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"42.0","42.0","1.0","12.0","1.0",120.700325,24.059828,"3.0","9801.0"
"9807",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","17","55",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"1.0",,"2.0",,,"48.0","48.0","1.0","12.0","4.0",120.676998,24.099416,"3.0","9808.0"
"9808",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","18","4",臺中市,潭子區,"0","1","0","7.0","3.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","17.0","2.0","9.0","5.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"44.0","44.0","1.0","13.0","4.0",218590.947618602,2678691.21410923,"2.0","9809.0"
"9830",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","19","16",臺中市,北屯區,"0","2","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","3.0","4.0",221809.537599388,2674546.01206312,"2.0","9831.0"
"9863",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","21","45",臺中市,西屯區,"0","1","0","6.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","13.0","2.0","9.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","13.0","4.0",214509.056173556,2674542.87311078,"2.0","9864.0"
"9867",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","26","22","3",臺中市,西屯區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","4.0","3.0","4.0","2.0","16.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","13.0","4.0",215712.931724421,2673178.56042154,"2.0","9868.0"
"10066",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","27","18","37",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"2.0",,,"7.0","7.0","1.0","12.0","4.0",120.674638,24.112657,"3.0","10067.0"
"10092",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","27","20","21",臺中市,梧棲區,"0","1","0","5.0","1.0","6.0","50.0","3.0","1.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","5.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","6.0","4.0",203199.075724865,2684006.41759932,"2.0","10093.0"
"10109",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","27","21","43",臺中市,西區,"0","2","0","5.0","1.0","6.0","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","13.0","4.0",216444.962790465,2671628.06893648,"2.0","10110.0"
"10300",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","28","13","19",臺中市,西屯區,"0","1","0","6.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","4.0","5.0","2.0","12.0","2.0","9.0","6.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"42.0","42.0","1.0","12.0","4.0",214034.450089378,2673896.27893458,"2.0","10301.0"
"10324",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","28","14","29",臺中市,北屯區,"0","1","0","6.0","2.0","6.0","30.0","3.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","1.0","4.0","1.0",F01,"7.0","12.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","2.0","4.0",223125.52140659,2673046.33403698,"2.0","10325.0"
"10350",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","28","15","26",臺中市,北區,"0","1","0","5.0","3.0","6.0","50.0","5.0","1.0","1.0","4.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"42.0","42.0","1.0","13.0","4.0",218096.798695537,2672180.46180951,"2.0","10351.0"
"10462",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","28","18","12",臺中市,神岡區,"0","1","0","5.0","2.0","6.0","50.0","3.0","1.0","1.0","4.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","4.0",215577.656405079,2683344.49239798,"2.0","10463.0"
"10499",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","28","19","22",臺中市,北屯區,"0","1","0","5.0","2.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","1.0","2.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","16.0",,"82.0","82.0","1.0","12.0","4.0",120.679462,24.173872,"2.0","10500.0"
"10708",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","29","12","27",臺中市,南屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"1.0",,"1.0",,,"84.0","84.0","1.0","13.0","4.0",120.61273,24.153221,"3.0","10709.0"
"10811",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","29","16","58",臺中市,大甲區,"0","1","0","6.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"14.0","14.0","1.0","6.0","4.0",211324.27437561,2693730.68166127,"2.0","10812.0"
"10896",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","29","19","20",臺中市,南屯區,"0","0","0","5.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0",,"1.0",,,"51.0","51.0","1.0","12.0","4.0",120.643044,24.135432,"3.0","10897.0"
"11297",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","30","17","50",臺中市,沙鹿區,"0","1","0","7.0","2.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","1.0","18.0","2.0","9.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"85.0","85.0","1.0","12.0","4.0",206772.874742585,2684090.85731868,"2.0","11298.0"
"11320",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","30","18","13",臺中市,潭子區,"0","1","0","6.0","3.0","6.0","50.0","3.0","8.0","1.0","4.0","4.0","3.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"4.0","4.0","1.0","13.0","4.0",219566.035148556,2678583.32131146,"2.0","11321.0"
"11333",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","30","18","35",臺中市,大里區,"0","1","0","5.0","1.0","6.0","50.0","13.0","7.0","1.0","4.0","2.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","6.0","14.0",,"84.0","84.0","1.0","12.0","4.0",218935.219321643,2667401.7095125,"2.0","11334.0"
"11672",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","31","16","7",臺中市,北區,"0","1","0","5.0","2.0","6.0","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","1.0","2.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","16.0",,"48.0","48.0","1.0","13.0","4.0",120.667553,24.165158,"2.0","11673.0"
"11803",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","31","19","33",臺中市,沙鹿區,"0","1","0","5.0","1.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","4.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"82.0","82.0","1.0","13.0","4.0",207267.536315339,2679467.38481466,"2.0","11804.0"
"11850",,"66000",387130000C,(04)23274275,(04)23288582,"2025","7","31","22","24",臺中市,北屯區,"0","1","0","6.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","8.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"4.0","4.0","1.0","3.0","4.0",219464.694915471,2675291.22809641,"2.0","11851.0"
"35",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","1","10","0",臺中市,北屯區,"0","1","0","7.0","1.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","13.0","4.0",221687.07715765,2674787.1389357,"2.0","36.0"
"39",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","1","10","27",臺中市,北屯區,"0","1","0","7.0","2.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","13.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"59.0","59.0","1.0","12.0","4.0",224240.28061157,2676268.6701218,"2.0","40.0"
"137",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","1","16","52",臺中市,東區,"0","1","0","7.0","3.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","6.0","6.0","4.0",F01,"7.0","5.0","7.0","21.0","7.0","13.0",,"84.0","84.0","1.0","12.0","4.0",218257.565456856,2670358.47119572,"2.0","138.0"
"139",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","1","16","56",臺中市,神岡區,"0","1","0","7.0","2.0","6","30.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","4.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","12.0","4.0",214968.209028615,2686054.23096409,"2.0","140.0"
"160",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","1","18","25",臺中市,西屯區,"0","2","0","7.0","1.0","6","30.0","4.0","9.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","16.0","2.0","9.0","5.0","4.0",F02,"7.0","6.0","7.0","21.0","2.0","11.0",,"12.0","12.0","1.0","12.0","4.0",211206.737204596,2673219.04383135,"2.0","161.0"
"219",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","6","20",臺中市,豐原區,"0","2","0","6.0","2.0","6","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"48.0","48.0","1.0","12.0","4.0",220466.903092039,2682774.92886931,"2.0","220.0"
"251",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","7","50",臺中市,大里區,"0","1","0","6.0","3.0","6","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","15.0","3.0","10.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"12.0","12.0","1.0","12.0","4.0",120.702271,24.081489,"2.0","252.0"
"371",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","12","18",臺中市,大里區,"0","1","0","5.0","2.0","6","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","1.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","1.0",218387.349246888,2667241.66121676,"2.0","372.0"
"485",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","17","13",臺中市,潭子區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,,,,,,"86.0","86.0","1.0",,"1.0",120.701212,24.194335,"3.0","486.0"
"507",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","17","45",臺中市,龍井區,"0","1","0","5.0","1.0","6","50.0","12.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","4.0","3.0","5.0","1.0","18.0","2.0","9.0","6.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"59.0","59.0","1.0","4.0","4.0",206231.960384598,2675987.35254876,"2.0","508.0"
"523",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","18","10",臺中市,大甲區,"0","2","0","6.0","1.0","6","50.0","3.0","1.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","1.0","16.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","12.0","4.0",210575.749257205,2693658.65972027,"2.0","524.0"
"543",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","2","19","8",臺中市,大里區,"0","0","0","7.0",,,"30.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","2.0","4.0",120.683241,24.1147,"3.0","544.0"
"904",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","16","49",臺中市,東區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0",,"1.0",,,"8.0","8.0","1.0","12.0","1.0",120.686916,24.141741,"3.0","905.0"
"951",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","17","44",臺中市,北區,"0","1","0","5.0","2.0","6","50.0","4.0","9.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",216808.64363419,2672222.50358022,"2.0","952.0"
"952",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","17","45",臺中市,南區,"0","1","0","5.0","1.0","6","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","17.0","3.0","10.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","16.0",,"51.0","51.0","1.0","12.0","1.0",120.668291,24.118416,"2.0","953.0"
"966",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","18","4",臺中市,潭子區,"0","1","0","6.0","2.0","6","50.0","4.0","7.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","1.0","4.0","4.0","1.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",219878.051746217,2678955.44590025,"2.0","967.0"
"990",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","19","5",臺中市,南區,"0","1","0","7.0","1.0","6","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","3.0","10.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","12.0","4.0",120.655151,24.112507,"2.0","991.0"
"1003",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","19","29",臺中市,南屯區,"0","0","0","6.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"7.0","7.0","1.0","2.0","4.0",120.645043,24.136256,"3.0","1004.0"
"1034",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","3","21","27",臺中市,西區,"0","0","0","5.0",,,"50.0",,,,,,,,,,,,,,"13.0",,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","13.0","1.0",120.661534,24.1433,"3.0","1035.0"
"1067",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","6","50",臺中市,豐原區,"0","2","0","7.0","2.0","6","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",221092.133301891,2681737.99645143,"2.0","1068.0"
"1173",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","10","45",臺中市,南屯區,"0","2","0","6.0","2.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"48.0","48.0","1.0","13.0","4.0",212773.96523038,2671947.74511714,"2.0","1174.0"
"1197",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","11","50",臺中市,沙鹿區,"0","1","0","7.0","2.0","6","40.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","4.0","4.0","5.0","2.0","12.0","3.0","10.0","2.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"85.0","85.0","1.0","12.0","4.0",120.560394,24.234575,"2.0","1198.0"
"1213",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","12","27",臺中市,大肚區,"0","2","0","6.0","2.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"21.0","21.0","1.0","12.0","4.0",205808.5671661,2668709.78068606,"2.0","1214.0"
"1237",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","14","18",臺中市,西屯區,"0","2","0","6.0","2.0","6","40.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","17.0","2.0","7.0","6.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"56.0","56.0","1.0","12.0","4.0",214523.247699366,2674570.30412005,"2.0","1238.0"
"1385",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","21","29",臺中市,南區,"0","2","0","5.0","1.0","6","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","8.0","14.0",,"51.0","51.0","1.0","13.0","4.0",215279.293516208,2669158.34616118,"2.0","1386.0"
"1394",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","4","22","18",臺中市,南區,"0","1","0","5.0","1.0","6","50.0","3.0","2.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","4.0",F02,"7.0","21.0","7.0","21.0","8.0","11.0",,"84.0","84.0","1.0","12.0","4.0",216338.989371774,2667938.76285478,"2.0","1395.0"
"1461",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","5","8","19",臺中市,北區,"0","2","0","7.0","2.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",219416.913984792,2672159.51070077,"2.0","1462.0"
"1800",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","6","7","46",臺中市,梧棲區,"0","1","0","6.0","2.0","6","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","12.0","4.0",203057.84660603,2680362.1823311,"2.0","1801.0"
"1801",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","6","7","48",臺中市,霧峰區,"0","2","0","7.0","2.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"21.0","21.0","1.0","4.0","4.0",219497.690530102,2663317.3635383,"2.0","1802.0"
"1891",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","6","11","2",臺中市,大肚區,"0","1","0","7.0","2.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","9.0","15.0",,"87.0","87.0","1.0","6.0","4.0",207323.255511856,2673739.5176053,"2.0","1892.0"
